Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Gender,Age,Tenure,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
395,1,,,1,,,102.7571429,,,0,,,F,49,150,416.9228571,382.0642857,7,5,468.1471429,433.405,275,113.0107143,0,16,13,4,5,0,0,1,0,0,7,0
396,1,,,,,,5669.983929,,,,,,F,26,96,428.5717857,428.5717857,2,2,461.8785714,461.8785714,17.85714286,19.02142857,425,6,6,1,3,2,,,,,,
397,1,,,,,,565.1235714,,,,,,M,12,57,18.21464286,18.21464286,2,2,39.71428571,39.71428571,17.85714286,10.71428571,11.14285714,3,3,1,1,1,0,0,0,0,0,0
398,2,1,,,,,3692.966786,23.59928571,,,,,F,56,30,6.915357143,0.005714286,2,1,23.67857143,23.67857143,0,0,20.78571429,3,3,0,0,1,1,0,0,0.970178571,0,0
399,1,,,,,,451.7967857,,,,,,M,59,152,0.003214286,0.003214286,1,1,0.892857143,0.892857143,0,0,0,1,1,0,0,0,1,0,0,0.0875,0,0
400,1,,,,,,402.3185714,,,,,,F,80,33,419.7171429,419.7171429,2,2,2713.178571,2713.178571,0,0,206.0714286,7,7,0,0,4,,,,,,
401,1,,,,1,,1439.324286,,,,523.3464286,,F,38,37,647.2542857,644.8639286,6,2,2710.29,2608.029286,1771.428571,144.9607143,785.0435714,41,35,13,4,10,,,,,,
402,1,,,,,,3358.467857,,,,,,F,29,30,8912.037143,8912.037143,4,4,10656.65857,10656.65857,1114.478214,3637.616786,2261.176071,37,37,5,18,5,0,0,0,0,0,0
403,1,,,,,,1705.675,,,,,,F,19,63,681.6439286,681.6439286,8,8,686.4660714,686.4660714,250,114.5903571,321.1428571,22,22,8,9,4,,,,,,
404,1,,,,,,60.05178571,,,,,,F,25,63,406.6882143,406.6882143,3,3,1153.357143,1153.357143,1107.142857,0,42.03571429,18,18,7,0,2,0,0,1,0,0,21
405,1,,,1,1,,265.5810714,,,0,0.714285714,,M,26,0,3884.776071,2330.789643,21,12,3201.501071,2330.789643,357.1428571,0,433.1535714,25,12,1,0,4,0,0,0,0,0,0
406,1,,,,,,3481.373214,,,,,,F,31,32,829.2332143,829.2332143,2,2,517.3571429,517.3571429,410.7142857,16.07142857,83.25,11,11,3,1,4,,,,,,
407,1,,,,,,5215.269643,,,,,,M,32,12,783.5225,783.5225,3,3,705.9678571,705.9678571,178.5714286,64.50357143,459.3214286,19,19,1,3,14,0,0,0,0,0,0
408,1,1,,1,,,4133.402143,0.001785714,,0,,,M,35,181,12768.30821,12662.98714,30,27,16528.66643,16528.66643,714.2857143,3335.426071,12473.27607,54,54,2,19,31,0,1,1,0,7,13.25
409,1,,,1,,,348.4028571,,,0,,,M,31,91,469.1796429,469.1796429,3,3,465.0928571,465.0928571,178.5714286,11.41428571,271.7142857,12,12,1,1,9,,,,,,
410,1,1,1,,,,156.8464286,6231.441429,10837.75214,,,,M,17,27,12.18035714,0.021071429,2,1,8.928571429,8.928571429,0,0,0,1,1,0,0,0,,,,,,
411,1,,4,,1,1,37207.97429,,0,,2.357142857,6852.941071,M,74,33,1164.606071,1063.324643,6,2,1661.456786,1639.201786,232.1428571,304.875,484.4642857,41,36,5,12,12,,,,,,
412,1,1,,,,,376.8910714,2506.551071,,,,,F,51,116,1964.810357,1964.288571,3,2,941.6071429,941.6071429,0,28.61785714,909.5964286,11,11,0,4,6,0,1,0,0,0.893928571,0
413,1,2,3,1,1,,1668.372143,20631.68464,0,0,2.357142857,,M,53,15,19345.75464,10941.4525,17,7,12033.85679,9433.315357,1650,1406.112857,8049.535714,69,35,12,16,25,0,0,1,0,0,11.71428571
414,1,2,14,,,,281.4935714,714.1492857,10218.14393,,,,F,33,116,838.1967857,828.2978571,5,4,402.75,402.75,0,0,399.0714286,5,5,0,0,4,0,0,0,0,0,0
415,1,,,,,,1188.384286,,,,,,M,57,177,107.1432143,107.1432143,2,2,26.82857143,26.82857143,14.28571429,12.54285714,0,10,10,2,8,0,0,1,1,0,16.42857143,27.2575
416,1,,,,,,906.5260714,,,,,,F,44,95,5704.231786,5704.231786,5,5,185.3928571,185.3928571,28.57142857,156.8214286,0,25,25,4,21,0,1,0,0,10.36303571,0,0
417,1,,,1,,,621.9010714,,,243.4,,,F,33,183,712.5778571,712.5778571,4,4,805.065,805.065,53.57142857,156.7792857,594.7142857,16,16,1,8,7,0,0,1,0,0,36.05071429
418,1,,,,,,435.6671429,,,,,,M,28,8,627.6103571,627.6103571,2,2,1082.210714,1082.210714,1078.282143,0,0,9,9,6,0,0,0,0,0,0,0,0
419,1,,,1,,,352.7821429,,,0,,,F,33,82,1406.490714,934.3846429,7,5,1404.483571,934.3846429,0,0,0,9,5,0,0,0,,,,,,
420,1,1,1,,,,0,57822.75714,0,,,,M,47,74,5620.5425,3085.586429,5,3,4114.837857,4114.837857,1428.571429,0,2686.052143,6,6,2,0,3,0,1,0,0,6.785714286,0
421,1,,,,,1,7074.069286,,,,,4850.017143,M,28,110,785.4071429,739.3632143,3,2,796.1821429,789.9678571,146.4285714,267.9678571,280.5,37,35,5,17,7,0,0,1,0,0,10.67857143
422,1,1,1,,,,502.4460714,92.50607143,0,,,,F,27,160,1235.768214,1232.805714,4,3,1471.892857,1471.892857,535.7142857,0,936.1785714,8,8,1,0,7,0,0,1,0,0,1.071428571
423,1,,,,,,13.65,,,,,,F,52,151,298.9546429,298.9546429,1,1,292.635,292.635,0,0,0,3,3,0,0,0,,,,,,
424,1,1,1,,,,17234.89214,18231.785,1964.695714,,,,F,40,31,107703.8043,54128.37929,7,5,59500.9325,59500.9325,357.1428571,159.4928571,3435.357143,35,35,1,2,21,0,0,0,0,0,0
425,1,,,,,,1313.513214,,,,,,M,72,150,465.0207143,465.0207143,3,3,436.1432143,436.1432143,250,0,185.7146429,6,6,1,0,4,0,0,0,0,0,0
426,1,,,,,,515.7646429,,,,,,M,42,10,2163.401429,2163.401429,3,3,473.4642857,473.4642857,178.5714286,0,291.6428571,15,15,5,0,6,,,,,,
427,1,,,,,,1194.063929,,,,,,M,25,20,0.004285714,0.004285714,1,1,33.30714286,33.30714286,0,32.98571429,0,5,5,0,4,0,,,,,,
428,2,,,,,,3779.613214,,,,,,M,49,102,560.6892857,560.6892857,3,3,1242.783929,1242.783929,714.2857143,0,525.7839286,12,12,3,0,7,0,1,0,0,2.714285714,0
429,1,,1,,,1,1721.351429,,0,,,901.5175,F,59,69,538.3939286,194.6439286,6,5,473.7539286,473.7539286,0,53.57142857,76.4325,5,5,0,1,3,,,,,,
430,1,,,,,,2.447142857,,,,,,M,52,134,7.142857143,7.142857143,1,1,7.142857143,7.142857143,7.142857143,0,0,1,1,1,0,0,,,,,,
431,1,,,,,,38.55107143,,,,,,M,21,208,0.000357143,0.000357143,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,,,,,,
432,1,1,1,1,,,11.14214286,1325.176786,0,284.9132143,,,M,53,13,366.4189286,357.1542857,6,3,383.1957143,383.0975,0,228.4546429,154.6428571,18,17,0,14,3,,,,,,
433,2,,,,,,114.6428571,,,,,,F,43,183,714.2885714,714.2885714,2,2,390.7142857,390.7142857,0,0,387.1071429,13,13,0,0,12,0,0,0,0,0,0
434,1,,,,,,2469.842857,,,,,,M,64,130,173.2117857,173.2117857,3,3,174.0107143,174.0107143,71.42857143,9.510714286,92.85714286,8,8,4,2,1,0,0,0,0,0,0
435,1,,,,,,0,,,,,,M,40,93,569.6071429,569.6071429,2,2,1200.876786,1200.876786,357.1428571,296.1628571,543.8567857,24,24,4,6,13,,,,,,
436,1,,,,,,40.60071429,,,,,,M,27,70,1205.715,1205.715,6,6,1136.5,1136.5,660.7142857,52.71428571,420.0357143,17,17,6,2,4,0,0,0,0,0,0
437,1,,,,,,3.4275,,,,,,F,45,58,1900.489643,1900.489643,12,12,3.392857143,3.392857143,0,0,0,1,1,0,0,0,1,0,0,54.33035714,0,0
438,1,,,,,,8206.767143,,,,,,F,30,217,536.4296429,536.4296429,3,3,480.6857143,480.6857143,300,89.00714286,89.28571429,17,17,4,8,2,0,1,1,0,4.285714286,18.1725
439,1,,,,,,26.425,,,,,,F,67,104,0.0175,0.0175,1,1,0.892857143,0.892857143,0,0,0,1,1,0,0,0,,,,,,
440,2,,,,,,6129.028929,,,,,,F,21,86,3700.501429,3700.501429,4,4,3191.392857,3191.392857,0,224.5,278.5,8,8,0,2,4,,,,,,
441,1,,,,,,0.57,,,,,,M,46,0,371.4307143,371.4307143,5,5,311.2607143,311.2607143,25,65.11785714,203.2857143,8,8,2,2,3,0,0,1,0,0,6.25
442,1,,,1,,,1083.015357,,,92.625,,,M,13,38,625.9192857,625.9192857,2,2,1739.75,1739.75,1178.571429,243.5357143,311.3928571,14,14,3,1,6,0,0,0,0,0,0
443,1,,,,,2,0,,,,,1038.696786,M,30,73,806.755,696.16,3,2,965.8928571,963.7857143,178.5714286,0,661.6785714,11,10,1,0,7,0,0,0,0,0,0
444,1,,,,,1,494.055,,,,,608.9953571,M,63,250,222.2121429,117.8575,3,2,124.3214286,117.8214286,0,0,0,4,2,0,0,0,0,0,1,0,0,12.04607143
445,1,,2,,,,2.563928571,,0,,,,M,21,15,0.157142857,0.157142857,1,1,0.892857143,0.892857143,0,0,0,1,1,0,0,0,1,0,0,1.368392857,0,0
446,1,,,,,,13956.805,,,,,,F,27,181,800.9296429,800.9296429,2,2,377,377,357.1428571,0,17.67857143,4,4,1,0,2,0,0,0,0,0,0
447,1,,,,,,2418.475,,,,,,F,30,176,262.5010714,262.5010714,3,3,587.2467857,587.2467857,0,23.82035714,563.4264286,6,6,0,4,2,0,0,1,0,0,9.916785714
448,1,1,5,1,,,39.75107143,0.013571429,2989.453929,0,,,F,23,159,1534.432857,1533.772143,6,5,1372.633929,1372.633929,367.8571429,0,986.2767857,33,33,12,0,9,1,1,1,1.710892857,213.2928571,22.42464286
449,1,,,1,,,16109.62857,,,0,,,M,18,20,4144.777143,2744.445714,30,27,3922.498214,2713.767143,757.1428571,7.246428571,221.3214286,55,31,9,2,8,0,1,0,0,0.893928571,0
450,1,,,,,,2.857857143,,,,,,F,76,29,223.5725,223.5725,4,4,474.2421429,474.2421429,142.1232143,178.3867857,152.875,15,15,8,2,1,0,1,1,0,5.179642857,15.18428571
451,1,,7,,1,,6.699285714,,538.1303571,,13.07142857,,M,62,152,3.568214286,0.007142857,5,1,250.8810714,248.5239286,0,0,243.0357143,12,8,0,0,6,0,0,1,0,0,3.261071429
452,2,,,,,,4474.592143,,,,,,F,74,0,0.018928571,0.018928571,1,1,62.89285714,62.89285714,0,0,58.07142857,2,2,0,0,1,0,1,0,0,1.964285714,0
453,1,1,3,,,,605.08,26022.27464,1825.093571,,,,F,23,83,2003.296071,2003.238214,4,3,2670.389286,2670.389286,357.1428571,174.5357143,2125.821429,10,10,1,2,6,0,0,0,0,0,0
454,1,,,,,,0,,,,,,M,76,136,568.0375,568.0375,2,2,649.8142857,649.8142857,642.8571429,3.492857143,0,18,18,9,1,0,,,,,,
455,1,2,,,1,,33553.8475,1073.403571,,,530.3564286,,F,32,15,3024.153929,1683.008214,24,10,2577.418571,1682.997143,0,382.4396429,374.4285714,47,10,0,24,6,0,1,1,0,18.29214286,10.57142857
456,1,,4,,,,0,,86589.77107,,,,M,66,18,1953.654643,1953.654643,5,5,2375.166429,2375.166429,71.42857143,1381.987857,921.75,20,20,1,11,8,,,,,,
457,1,,,1,,,427.5753571,,,0,,,F,73,0,2959.581429,2004.256786,17,14,2703.709643,2004.256786,464.2857143,100.8642857,335.8214286,27,16,2,5,3,0,0,0,0,0,0
458,1,,,,,,1744.026429,,,,,,F,29,149,11.78642857,11.78642857,2,2,32.14285714,32.14285714,32.14285714,0,0,2,2,2,0,0,,,,,,
459,1,,,,,,8.997857143,,,,,,F,41,154,782.9675,782.9675,2,2,582.8285714,582.8285714,53.57142857,0,522.2928571,17,17,1,0,13,,,,,,
460,1,,4,,,,275.7164286,,0,,,,F,20,150,863.5235714,863.5235714,2,2,1188.171786,1188.171786,750,117.8146429,318.1785714,14,14,1,4,7,,,,,,
461,1,1,,,,,6.537857143,6128.227857,,,,,F,17,64,1463.916071,1463.800714,5,4,1590.598214,1590.598214,0,340.7517857,719.9642857,18,18,0,3,12,0,0,0,0,0,0
462,1,,,1,,,570.3421429,,,104.0114286,,,F,23,26,1201.848571,851.9428571,5,3,1195.455357,847.0128571,421.4285714,0,71.85714286,10,9,3,0,3,0,0,0,0,0,0
463,1,,,1,,,182.7582143,,,0,,,F,48,59,0.000357143,0.000357143,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,,,,,,
464,2,,,1,,,2249.049643,,,237.2971429,,,M,68,153,811.3328571,811.3328571,3,3,577.3857143,577.3857143,160.7142857,65.42142857,347.8571429,12,12,2,3,6,,,,,,
465,1,,,,1,,1.708571429,,,,1.178571429,,F,27,43,2970.702857,2895.99,7,3,2968.420357,2946.047857,800,620.9146429,385.25,84,79,25,20,7,0,1,0,0,8,0
466,1,1,,,,,178.5714286,2771.098571,,,,,F,55,185,74.715,74.715,2,2,14.10714286,14.10714286,0,10.71428571,0,3,3,0,2,0,0,0,0,0,0,0
467,1,,,,,,355.5842857,,,,,,F,83,3,223.0225,223.0225,6,6,227.3571429,227.3571429,0,0,225.3928571,3,3,0,0,2,,,,,,
468,1,1,3,,,,20.955,745.5110714,0,,,,F,61,37,484.0657143,483.5025,3,2,713.6785714,713.6785714,571.4285714,0,139.4285714,8,8,3,0,3,,,,,,
469,1,,,,,,4415.646071,,,,,,M,38,183,1484.008929,1484.008929,5,5,1549.925,1549.925,500,0,789.9285714,13,13,1,0,7,0,0,0,0,0,0
470,1,,,,,,20.6075,,,,,,F,79,128,491.7210714,491.7210714,4,4,931.1357143,931.1357143,0,847.8142857,79.5,16,16,0,8,5,0,0,1,0,0,10.60714286
471,1,,,,,,1923.280357,,,,,,F,29,38,464.2960714,464.2960714,3,3,315.7707143,315.7707143,239.2857143,76.485,0,14,14,7,7,0,,,,,,
472,1,,,,,,12095.03107,,,,,,M,58,51,32.14321429,32.14321429,2,2,21.42857143,21.42857143,21.42857143,0,0,2,2,2,0,0,0,0,0,0,0,0
473,1,,,1,,1,6325.9025,,,0,,0,M,61,69,1190.708214,1071.433571,3,2,1063.914286,1061.807143,357.1428571,526.7357143,0,20,19,4,13,0,,,,,,
474,1,,,1,,,37.07535714,,,0,,,F,19,75,723.1857143,723.1857143,2,2,761.8928571,761.8928571,517.8571429,0,240.7857143,12,12,5,0,3,,,,,,
475,1,1,1,,,,9428.947857,3586.751786,0,,,,F,68,113,1758.768571,1757.7225,5,4,1351.669286,1351.669286,178.5714286,214.0621429,944.75,23,23,2,6,14,0,1,0,0,42.68857143,0
476,1,,1,1,,,1715.875714,,0,0,,,M,42,37,123.215,123.215,4,4,205.0914286,205.0914286,14.28571429,120.1446429,34.94678571,16,16,1,11,3,,,,,,
477,2,2,,,,,5419.34,7352.996786,,,,,M,32,152,59.03642857,59.03642857,2,2,90.25,90.25,0,0,90.25,2,2,0,0,2,1,0,1,22.09821429,0,4.214285714
478,1,,,1,,,33573.15179,,,0,,,M,41,11,20.075,20.075,3,3,247.5,247.5,0,0,247.5,5,5,0,0,5,0,1,0,0,4.5,0
479,1,1,1,1,1,,74.80785714,4352.067857,0,0,627.8571429,,M,30,96,887.9725,886.0814286,9,5,420.4785714,419.05,167.8571429,164.1214286,82.32142857,24,22,2,9,9,0,1,0,0,102.1464286,0
480,1,,,,,,869.8032143,,,,,,M,36,71,357.1428571,357.1428571,1,1,360.5357143,360.5357143,0,0,357.1428571,2,2,0,0,1,0,0,1,0,0,10.71428571
481,1,1,,,1,,68.42357143,253.7392857,,,0,,F,32,26,2005.0025,2003.5625,9,6,1350.535357,1349.106786,0,337.2857143,1006.963929,23,21,0,4,15,0,0,0,0,0,0
482,1,,,,,,22.41785714,,,,,,F,65,7,1164.288214,1164.288214,4,4,494.9642857,494.9642857,35.71428571,265.3214286,193.9285714,16,16,1,11,4,0,0,1,0,0,10.82142857
483,1,,4,1,,,1345.233929,,0,8.868928571,,,F,57,175,1000.081071,1000.081071,2,2,808.1,808.1,35.71428571,16.42857143,104.8214286,7,7,1,2,1,0,0,1,0,0,10.80964286
484,1,,,,,,214.9560714,,,,,,F,71,90,760.6121429,760.6121429,9,9,578.2142857,578.2142857,53.57142857,139.7142857,379.4285714,29,29,1,15,11,,,,,,
485,1,,,,,,1748.505357,,,,,,M,10,181,571.4332143,571.4332143,2,2,563.6964286,563.6964286,0,0,0,3,3,0,0,0,,,,,,
486,2,,,,,,1815.522857,,,,,,M,43,195,0.065357143,0.065357143,1,1,5.535714286,5.535714286,0,0,0,1,1,0,0,0,0,0,0,0,0,0
487,1,,,1,,1,3843.146429,,,42.25142857,,3540.218929,M,35,60,377.6832143,218.2678571,7,4,337.3571429,218.2678571,0,0,0,9,4,0,0,0,,,,,,
488,1,2,,1,,,21.25428571,5247.970357,,0,,,F,59,6,866.0196429,864.9610714,4,3,695.5725,695.5725,267.8571429,162.8225,263.4285714,22,22,4,8,8,,,,,,
489,1,1,,,,,5021.998214,12591.48571,,,,,M,67,151,0.001428571,0.000357143,2,1,85.10714286,85.10714286,60.71428571,24.39285714,0,5,5,3,2,0,0,0,0,0,0,0
490,1,,,,,,806.4596429,,,,,,M,7,177,0.049285714,0.049285714,1,1,266.5857143,266.5857143,0,174.0464286,89.14642857,5,5,0,2,2,,,,,,
491,1,,,1,1,2,185.9032143,,,0,0,9115.112857,M,53,10,6029.955357,3751.715357,63,48,5773.601071,3751.715357,0,101.3460714,1696.068571,96,48,0,6,33,0,0,1,0,0,5.162857143
492,1,,,,1,,8846.825714,,,,0.464285714,,F,24,139,520.0707143,490.2910714,8,3,1111.118929,966.0689286,278.5714286,0,663.9285714,34,25,11,0,6,0,1,1,0,13.21428571,1.071428571
493,1,,,,,,2161.553214,,,,,,M,47,92,2201.577143,2148.898571,12,11,2213.773571,2161.095,800,412.7735714,887.6071429,52,51,8,18,18,0,0,0,0,0,0
494,1,,,,,1,715.6910714,,,,,3571.428571,F,58,151,1584.629286,1482.645,4,3,1490.653571,1482.332143,564.2857143,0,515.0357143,19,17,3,0,9,1,0,0,4.361785714,0,0
495,1,,5,,1,,8.540357143,,6667.976429,,641.5753571,,F,19,150,3683.201071,3582.39,12,6,8534.410714,5232.782143,1785.714286,699.5892857,3045.464286,57,42,10,11,23,0,0,1,0,0,4.488214286
496,1,,,,,,0,,,,,,M,35,149,7413.826786,7413.826786,4,4,8994.598929,8994.598929,4513.758929,224.9771429,4243.577143,63,63,17,15,13,,,,,,
497,1,,,,,,930.3110714,,,,,,M,42,181,0.001785714,0.001785714,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.535714286,0
498,1,,,,,,883.9760714,,,,,,F,21,176,897.2478571,897.2478571,3,3,902.2857143,902.2857143,821.4285714,24.67857143,53.57142857,9,9,4,1,1,,,,,,
499,1,,,1,,,949.6864286,,,97.91107143,,,F,53,212,485.7153571,485.7153571,5,5,729.5557143,729.5557143,35.71428571,518.1557143,174.4357143,37,37,1,32,3,1,0,0,0.570178571,0,0
500,3,1,3,,,,1180.659286,10940.43036,35627.70964,,,,M,30,150,911.8089286,911.0814286,3,2,833.5678571,833.5678571,357.1428571,0,473.4964286,11,11,1,0,9,1,0,1,5.881964286,0,10.08321429
501,1,2,1,,,,460.5771429,5136.296071,0,,,,F,64,11,356.2885714,352.1092857,3,2,163.0357143,163.0357143,0,0,161.7142857,3,3,0,0,2,0,0,1,0,0,15.95214286
502,1,,,1,,,950.4725,,,0,,,F,69,192,1108.3325,1001.699643,12,10,1366.973929,1170.954286,250,168.6907143,642.2378571,35,28,2,12,11,1,0,0,6.042321429,0,0
503,1,,,,,,1175.755,,,,,,F,32,73,771.4689286,771.4689286,3,3,673.8928571,673.8928571,392.8571429,0,278.4285714,11,11,4,0,4,0,0,1,0,0,2.107142857
504,1,,,,,,20.95,,,,,,M,20,55,1099.4825,1099.4825,2,2,5698.346429,5698.346429,2892.857143,2168.025,438.5714286,29,29,6,11,7,,,,,,
505,1,2,,,,,9078.213571,4.1825,,,,,M,38,157,1.313571429,0.004285714,2,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,,,,,,
506,1,1,,1,,,1407.341786,19.30642857,,339.3071429,,,F,20,78,46756.54071,46714.29214,20,17,4630.462857,4630.462857,107.1428571,302.32,4217.428571,23,23,1,9,11,,,,,,
507,1,1,3,,1,,395.4264286,4474.939286,0,,0.714285714,,M,49,150,1372.664643,1370.841429,7,3,1035.607143,1034.178571,103.5714286,69.53571429,856.75,14,12,1,6,3,1,0,0,1.798035714,0,0
508,1,,,,,,1329.243929,,,,,,F,53,0,1639.662857,1639.662857,3,3,1299.107143,1299.107143,0,60.35714286,1225,6,6,0,1,1,0,0,0,0,0,0
509,1,,,1,,,6722.328571,,,0,,,M,5,168,1235.326071,1235.326071,4,4,904.5267857,904.5267857,53.57142857,102.0982143,338.7142857,27,27,3,8,13,0,0,1,0,0,10.10714286
510,1,1,,,,,1181.878571,5443.611071,,,,,F,50,188,16.685,0.000357143,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35.51571429,0,0
511,1,,,1,,1,224.2139286,,,0,,915.0682143,M,26,137,1292.188929,1198.490357,4,3,1076.883214,1069.883214,357.1428571,130.2760714,472.9285714,30,28,4,9,12,,,,,,
512,1,,,,,,825.4510714,,,,,,M,38,181,449.8582143,449.8582143,4,4,571.4214286,571.4214286,207.1428571,190.9571429,171.4285714,25,25,5,15,2,1,0,0,0.743035714,0,0
513,1,,,,,,29.48571429,,,,,,M,40,152,107.1432143,107.1432143,2,2,135.6432143,135.6432143,0,12.71428571,115.7860714,4,4,0,1,2,,,,,,
514,1,,,,,,27.09035714,,,,,,M,77,129,,,,,,,,,,,,,,,0,0,0,0,0,0
515,1,2,,,,,956.6560714,10861.7475,,,,,F,46,102,8.132142857,0.071428571,4,2,1.638214286,1.638214286,0,0,0,1,1,0,0,0,0,0,1,0,0,13.03392857
516,1,1,,,,,94.88607143,4815.985714,,,,,F,63,176,296.0010714,296.0010714,4,4,276.5910714,276.5910714,217.8571429,57.23392857,0,29,29,12,10,0,,,,,,
517,1,,,,,,17.05107143,,,,,,F,41,28,570.1578571,570.1578571,2,2,557.8964286,557.8964286,71.42857143,224.1464286,251.1785714,17,17,2,10,3,,,,,,
518,1,,,,,,1704.711786,,,,,,F,52,115,535.7164286,535.7164286,3,3,556.3642857,556.3642857,125,358.0428571,41.67857143,14,14,2,7,2,0,1,1,0,4.928571429,12.20821429
519,1,,,,,,210.8446429,,,,,,M,17,151,458.9703571,458.9703571,2,2,486.6496429,486.6496429,364.2857143,89.09571429,30.66107143,10,10,3,2,3,0,1,1,0,5.892857143,5.5
520,1,1,,,,,1401.136429,3779.009286,,,,,M,57,20,18518.53571,9673.506071,13,4,19754.67857,10301.10714,1642.857143,97.53571429,525,8,6,2,2,1,0,1,0,0,0.214285714,0
521,1,,,1,,,80.2725,,,0,,,M,23,149,1531.0925,1531.0925,3,3,1428.189286,1428.189286,285.7142857,719.4392857,423.0357143,40,40,4,27,9,,,,,,
522,3,,,,,,1.280714286,,,,,,F,47,129,,,,,,,,,,,,,,,,,,,,
523,1,,,,,,7041.8525,,,,,,F,38,0,132.1432143,132.1432143,3,3,163.6821429,163.6821429,60.71428571,65.64642857,37.32142857,11,11,5,4,2,,,,,,
524,1,,9,,,,57.61178571,,3571.428571,,,,M,23,153,395.3060714,395.3060714,2,2,1253.035714,1253.035714,0,0,0,2,2,0,0,0,,,,,,
525,1,1,4,,,,0.388214286,3845.991786,31884.50929,,,,M,31,54,442.7532143,442.2196429,4,3,881.2857143,881.2857143,357.1428571,0,519.75,6,6,1,0,4,1,1,1,5.942857143,2.108214286,7.586428571
526,1,,,,,1,237.4757143,,,,,7142.857143,M,73,40,509.7721429,359.1796429,4,3,364.3928571,361.5714286,0,0,123.5,6,5,0,0,3,0,0,0,0,0,0
527,1,,,,,,1780.251786,,,,,,F,17,22,677.6457143,677.6457143,2,2,773.1285714,773.1285714,535.7142857,32.15,0,25,25,12,3,0,1,0,1,0.656607143,0,2.678571429
528,1,,,1,,,0,,,0,,,F,19,70,435.6821429,435.6821429,2,2,390.0564286,390.0564286,125,70.84214286,190.8214286,10,10,4,3,2,,,,,,
529,1,1,,,,,2014.426786,36183.43357,,,,,F,33,61,547.9475,547.1978571,4,3,329.2857143,329.2857143,0,0,329.0714286,4,4,0,0,3,1,1,0,0.976964286,1.786785714,0
530,1,2,2,,,,349.085,11980.92321,28571.42857,,,,M,35,180,10.91178571,0.010714286,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,
531,1,,,,,,338.0025,,,,,,M,30,211,0.002142857,0.002142857,1,1,107.9857143,107.9857143,71.42857143,36.55714286,0,10,10,1,9,0,,,,,,
532,1,3,,,,,2271.057857,16385.83429,,,,,M,65,125,10716.40036,10714.28714,3,2,21457.96429,10743.67857,0,0,10742.25,6,5,0,0,4,,,,,,
533,1,,,,,,50,,,,,,F,63,27,7.143928571,7.143928571,2,2,8.642857143,8.642857143,3.571428571,4.607142857,0,3,3,1,1,0,1,0,0,0.447321429,0,0
534,1,,,,,,0,,,,,,F,38,71,2227.931429,2227.931429,17,17,2113.277857,2113.277857,0,463.0696429,1649.029643,24,24,0,4,19,0,0,0,0,0,0
535,1,1,,,,,9.636428571,104847.1275,,,,,M,39,151,1917.677143,1913.758214,8,7,3200,3200,2857.142857,0,333.6785714,10,10,2,0,7,,,,,,
536,1,,,,,,663.8435714,,,,,,M,29,14,167.7882143,167.7882143,3,3,185.6428571,185.6428571,0,0,183.4642857,2,2,0,0,1,0,0,0,0,0,0
537,1,,1,,,,814.4560714,,0,,,,M,78,58,782.1517857,782.1517857,5,5,267.0575,267.0575,0,0,264.4503571,8,8,0,0,7,0,0,1,0,0,13.21428571
538,1,1,,,,,4.273214286,3913.166429,,,,,F,48,119,1731.342143,1725.871429,6,5,1339.385714,1339.385714,785.7142857,110.8410714,279.5946429,18,18,3,4,9,,,,,,
539,1,,,,,,32.99107143,,,,,,M,12,34,518.5721429,518.5721429,3,3,355.5714286,355.5714286,178.5714286,170.75,0,14,14,2,5,0,,,,,,
540,1,1,,,,,3007.264643,4842.638571,,,,,M,45,150,82.18571429,0.014285714,3,1,535.7142857,535.7142857,535.7142857,0,0,1,1,1,0,0,,,,,,
541,1,,,,,,4.902142857,,,,,,F,81,273,0.000357143,0.000357143,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,,,,,,
542,1,,,1,,,1525.141429,,,0,,,M,24,25,178.5732143,178.5732143,2,2,218.2417857,218.2417857,28.57142857,90.06321429,99.60714286,20,20,4,14,2,0,1,1,0,1.785714286,20.21428571
543,1,,3,,,,2.897857143,,446183.4232,,,,F,72,96,0.000714286,0.000714286,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,,,,,,
544,1,,64,,,,4808.271071,,32990.44607,,,,M,5,113,1226.226786,1226.226786,5,5,804.98,804.98,278.5714286,451.8185714,72.73285714,24,24,1,15,6,1,0,1,0.059821429,0,17.78571429
545,1,1,,,,,3852.053929,37045.96571,,,,,M,20,151,2471.719286,2471.719286,14,14,2190.257143,2190.257143,303.5714286,179.0821429,1229.428571,23,23,3,5,12,,,,,,
